class,filename,ymax,xmax,ymin,xmin,width,height
Dingo,n02115641_2871.jpg,268,344,54,70,500,333
Collie,n02106030_15631.jpg,432,498,24,56,500,461
Borzoi,n02090622_4552.jpg,285,399,94,130,500,332
Komondor,n02105505_2134.jpg,266,312,120,113,422,286
Italian_greyhound,n02091032_5942.jpg,329,284,106,59,500,375
Malinois,n02105162_5661.jpg,344,363,59,127,500,458
Japanese_spaniel,n02085782_4458.jpg,238,282,36,66,341,282
Toy_poodle,n02113624_2908.jpg,356,245,38,11,374,500
Scottish_deerhound,n02092002_9656.jpg,498,331,87,28,333,500
Cardigan,n02113186_11704.jpg,289,360,200,287,500,333
Groenendael,n02105056_2836.jpg,498,355,215,75,375,500
Ibizan_hound,n02091244_4268.jpg,473,384,32,100,481,500
English_setter,n02100735_7013.jpg,374,499,53,12,500,375
Kelpie,n02105412_1222.jpg,304,436,34,100,500,404
English_foxhound,n02089973_4055.jpg,211,211,32,140,560,420
Bloodhound,n02088466_6963.jpg,331,406,3,61,500,333
Basset,n02088238_2217.jpg,215,231,33,80,320,240
Basset,n02088238_9993.jpg,215,419,7,193,500,374
Weimaraner,n02092339_3165.jpg,374,499,43,97,500,375
West_Highland_white_terrier,n02098286_5549.jpg,498,330,2,0,332,500
Chihuahua,n02085620_2887.jpg,355,289,23,16,345,360
Bedlington_terrier,n02093647_3215.jpg,245,458,94,256,500,361
Greater_Swiss_Mountain_dog,n02107574_618.jpg,332,499,0,0,500,333
Schipperke,n02104365_6732.jpg,443,265,33,30,314,500
Otterhound,n02091635_470.jpg,498,331,0,6,333,500
Kuvasz,n02104029_2861.jpg,399,439,44,79,500,400
Great_Pyrenees,n02111500_8042.jpg,260,304,77,0,500,333
Sealyham_terrier,n02095889_4343.jpg,288,290,116,111,300,300
Siberian_husky,n02110185_4677.jpg,498,331,27,31,333,500
Malamute,n02110063_13413.jpg,300,382,81,215,500,332
Bluetick,n02088632_2454.jpg,478,225,207,76,333,500
Brabancon_griffon,n02112706_2467.jpg,1182,1380,0,159,1600,1200
Maltese_dog,n02085936_9141.jpg,224,251,54,86,300,225
Samoyed,n02111889_662.jpg,258,410,125,184,500,333
Basenji,n02110806_1396.jpg,296,432,4,13,500,337
Blenheim_spaniel,n02086646_1621.jpg,152,237,34,18,257,167
Papillon,n02086910_6207.jpg,356,444,5,21,500,357
Clumber,n02101556_5753.jpg,374,472,13,265,500,375
Schipperke,n02104365_3963.jpg,460,232,134,60,357,500
Lakeland_terrier,n02095570_1437.jpg,374,350,21,141,500,375
Saint_Bernard,n02109525_523.jpg,447,373,2,20,375,500
Afghan_hound,n02088094_5355.jpg,315,465,158,307,500,333
German_short-haired_pointer,n02100236_2132.jpg,169,159,9,12,160,170
Standard_poodle,n02113799_6727.jpg,298,444,31,35,500,375
Dhole,n02115913_3863.jpg,222,494,177,427,500,375
Leonberg,n02111129_2617.jpg,237,293,44,28,400,262
Eskimo_dog,n02109961_11634.jpg,336,412,9,83,500,375
Norwegian_elkhound,n02091467_7315.jpg,498,313,15,0,332,500
Silky_terrier,n02097658_2535.jpg,289,498,69,216,500,333
Black-and-tan_coonhound,n02089078_465.jpg,326,392,5,11,400,332
Flat-coated_retriever,n02099267_5352.jpg,295,399,68,240,500,357
Bernese_mountain_dog,n02107683_5363.jpg,324,415,34,251,500,333
Italian_greyhound,n02091032_4245.jpg,371,281,140,71,500,375
Australian_terrier,n02096294_1954.jpg,385,342,93,51,375,500
Malinois,n02105162_5186.jpg,498,293,11,1,375,500
EntleBucher,n02108000_599.jpg,237,318,70,192,460,240
Pembroke,n02113023_1257.jpg,332,408,5,100,500,333
Basset,n02088238_9841.jpg,231,273,123,201,500,333
Affenpinscher,n02110627_6869.jpg,286,245,5,1,270,287
Siberian_husky,n02110185_7117.jpg,275,257,6,6,263,280
Dingo,n02115641_12148.jpg,478,504,94,202,640,480
Irish_wolfhound,n02090721_2366.jpg,388,287,88,164,500,402
Brittany_spaniel,n02101388_3697.jpg,141,176,70,86,200,160
Miniature_pinscher,n02107312_2453.jpg,478,293,2,0,333,480
Chesapeake_Bay_retriever,n02099849_4419.jpg,374,366,22,36,500,375
Vizsla,n02100583_702.jpg,236,276,93,112,500,333
Great_Pyrenees,n02111500_7935.jpg,299,429,89,101,500,333
Golden_retriever,n02099601_2688.jpg,428,373,142,0,375,500
Affenpinscher,n02110627_13590.jpg,294,320,5,31,350,302
Lakeland_terrier,n02095570_4626.jpg,334,400,44,124,500,375
Cairn,n02096177_342.jpg,332,499,0,98,500,333
English_setter,n02100735_1388.jpg,190,258,3,28,295,196
Rhodesian_ridgeback,n02087394_9855.jpg,386,472,66,37,500,403
French_bulldog,n02108915_2835.jpg,398,281,138,115,333,500
Toy_terrier,n02087046_1577.jpg,345,232,3,35,294,357
Cocker_spaniel,n02102318_5855.jpg,334,499,0,0,500,375
Toy_terrier,n02087046_1468.jpg,331,275,11,106,375,500
Great_Dane,n02109047_5675.jpg,498,340,42,63,381,500
Soft-coated_wheaten_terrier,n02098105_1532.jpg,395,333,65,87,375,500
Norwich_terrier,n02094258_992.jpg,308,389,10,68,442,312
Papillon,n02086910_6317.jpg,328,453,36,86,500,375
Newfoundland,n02111277_2866.jpg,493,461,16,0,500,495
Greater_Swiss_Mountain_dog,n02107574_1101.jpg,332,310,118,93,500,333
Bouvier_des_Flandres,n02106382_3048.jpg,316,324,39,43,500,390
Giant_schnauzer,n02097130_1395.jpg,272,327,74,74,500,333
Toy_terrier,n02087046_6029.jpg,475,292,28,45,354,500
Italian_greyhound,n02091032_1884.jpg,388,253,73,100,346,500
Sealyham_terrier,n02095889_231.jpg,125,187,26,20,200,150
Pomeranian,n02112018_7341.jpg,486,368,85,33,421,500
Groenendael,n02105056_26.jpg,271,296,47,137,451,305
Appenzeller,n02107908_7700.jpg,306,456,94,0,500,334
Irish_setter,n02100877_5998.jpg,498,241,170,0,333,500
Lakeland_terrier,n02095570_5970.jpg,332,348,0,112,500,333
Shetland_sheepdog,n02105855_10995.jpg,255,316,126,112,500,375
Lakeland_terrier,n02095570_2815.jpg,498,355,96,6,357,500
Standard_poodle,n02113799_1727.jpg,336,270,29,110,500,375
Pug,n02110958_12807.jpg,292,308,92,80,500,327
Samoyed,n02111889_5679.jpg,397,442,20,83,500,413
Irish_wolfhound,n02090721_3500.jpg,234,363,74,84,500,346
Bernese_mountain_dog,n02107683_1468.jpg,311,439,58,82,500,374
Staffordshire_bullterrier,n02093256_11820.jpg,374,464,0,12,500,375
Pekinese,n02086079_5522.jpg,187,231,18,0,250,188
Rhodesian_ridgeback,n02087394_6884.jpg,374,348,164,176,500,375
Saint_Bernard,n02109525_16487.jpg,482,487,29,3,500,485
Pug,n02110958_609.jpg,497,430,45,17,469,500
Ibizan_hound,n02091244_169.jpg,473,251,61,18,333,500
Scottish_deerhound,n02092002_11087.jpg,498,340,38,31,375,500
Rhodesian_ridgeback,n02087394_7507.jpg,425,300,242,68,375,500
Golden_retriever,n02099601_7916.jpg,374,467,15,0,500,375
Black-and-tan_coonhound,n02089078_3869.jpg,336,420,0,169,500,375
Tibetan_terrier,n02097474_5066.jpg,327,318,26,105,500,333
Miniature_schnauzer,n02097047_674.jpg,261,361,60,228,500,333
German_short-haired_pointer,n02100236_4428.jpg,519,658,100,0,800,600
Basenji,n02110806_1259.jpg,412,431,39,46,500,447
Miniature_schnauzer,n02097047_162.jpg,296,350,64,171,500,333
Weimaraner,n02092339_511.jpg,330,369,177,184,500,333
Blenheim_spaniel,n02086646_1952.jpg,334,388,116,226,500,357
Borzoi,n02090622_3586.jpg,285,352,61,90,500,333
Bull_mastiff,n02108422_2623.jpg,362,408,120,0,500,375
Whippet,n02091134_13743.jpg,380,499,50,188,500,381
Dhole,n02115913_3875.jpg,463,423,13,40,463,480
Pomeranian,n02112018_2218.jpg,498,368,2,42,370,500
Saluki,n02091831_55.jpg,498,332,163,82,375,500
Saint_Bernard,n02109525_10446.jpg,466,312,252,133,375,500
Doberman,n02107142_6395.jpg,371,283,53,0,290,378
Bernese_mountain_dog,n02107683_1003.jpg,246,248,119,115,500,375
Wire-haired_fox_terrier,n02095314_252.jpg,239,319,3,33,320,240
Airedale,n02096051_1669.jpg,319,479,30,3,500,321
Toy_poodle,n02113624_8943.jpg,294,389,121,322,390,390
Labrador_retriever,n02099712_6455.jpg,374,410,28,46,500,375
Bloodhound,n02088466_2030.jpg,293,341,81,140,500,333
Brabancon_griffon,n02112706_967.jpg,470,306,44,40,328,480
Chihuahua,n02085620_11238.jpg,383,145,191,39,382,384
West_Highland_white_terrier,n02098286_1502.jpg,363,480,1,69,500,375
Irish_wolfhound,n02090721_209.jpg,247,393,157,256,500,333
Kelpie,n02105412_3779.jpg,734,636,44,233,1024,767
Black-and-tan_coonhound,n02089078_192.jpg,374,226,36,0,500,375
Appenzeller,n02107908_3450.jpg,322,499,68,22,500,375
Malamute,n02110063_14327.jpg,273,255,84,140,500,333
Chihuahua,n02085620_3407.jpg,304,478,14,0,500,375
Shih-Tzu,n02086240_3921.jpg,374,475,39,0,500,375
Airedale,n02096051_1799.jpg,332,359,10,0,500,333
Australian_terrier,n02096294_1409.jpg,341,272,31,14,288,342
Briard,n02105251_6206.jpg,373,484,2,1,500,375
Newfoundland,n02111277_6616.jpg,498,465,190,62,477,500
Staffordshire_bullterrier,n02093256_5936.jpg,373,352,156,180,500,375
Borzoi,n02090622_7677.jpg,345,433,65,94,500,409
Italian_greyhound,n02091032_1743.jpg,336,191,204,71,500,365
Sealyham_terrier,n02095889_3968.jpg,161,233,32,28,250,188
English_foxhound,n02089973_2608.jpg,318,323,45,108,357,516
Lhasa,n02098413_7916.jpg,332,497,37,88,500,333
Silky_terrier,n02097658_10559.jpg,318,232,63,79,500,400
Bernese_mountain_dog,n02107683_6800.jpg,321,313,70,178,500,375
Maltese_dog,n02085936_13944.jpg,345,161,192,1,322,385
Pekinese,n02086079_8726.jpg,359,340,6,0,341,360
Otterhound,n02091635_426.jpg,232,284,2,17,300,233
Clumber,n02101556_6603.jpg,146,199,19,8,200,200
Clumber,n02101556_6154.jpg,254,499,1,155,500,375
Boxer,n02108089_5423.jpg,294,316,87,48,500,333
Chihuahua,n02085620_9357.jpg,248,418,90,63,500,319
Malamute,n02110063_13152.jpg,313,338,115,209,500,375
Cardigan,n02113186_8678.jpg,323,382,10,90,500,334
African_hunting_dog,n02116738_4834.jpg,498,462,2,1,500,500
Lakeland_terrier,n02095570_5761.jpg,374,499,25,92,500,375
Soft-coated_wheaten_terrier,n02098105_2945.jpg,232,329,142,235,500,375
Norwich_terrier,n02094258_2058.jpg,313,399,9,80,500,375
Cairn,n02096177_3534.jpg,428,498,16,29,500,430
Norfolk_terrier,n02094114_4397.jpg,232,388,40,194,500,375
Miniature_schnauzer,n02097047_1917.jpg,434,405,78,44,500,491
Malamute,n02110063_15481.jpg,430,368,7,25,391,500
Saint_Bernard,n02109525_11444.jpg,341,430,47,42,500,375
Standard_poodle,n02113799_848.jpg,199,136,6,4,142,202
Siberian_husky,n02110185_7246.jpg,498,311,43,1,375,500
Border_collie,n02106166_2072.jpg,498,302,10,32,333,500
Flat-coated_retriever,n02099267_3768.jpg,413,228,56,32,500,500
Appenzeller,n02107908_5312.jpg,498,313,96,7,375,500
Cocker_spaniel,n02102318_10697.jpg,320,415,13,102,500,334
Bull_mastiff,n02108422_4039.jpg,529,243,264,54,400,600
Ibizan_hound,n02091244_291.jpg,317,483,28,23,500,375
English_foxhound,n02089973_1957.jpg,198,183,13,44,200,213
Welsh_springer_spaniel,n02102177_48.jpg,310,499,0,0,500,375
Norwich_terrier,n02094258_1510.jpg,296,398,0,0,500,333
Tibetan_mastiff,n02108551_4309.jpg,121,179,29,23,200,150
Miniature_schnauzer,n02097047_1601.jpg,374,204,105,0,500,375
Kelpie,n02105412_2599.jpg,481,240,77,83,375,500
Irish_setter,n02100877_1787.jpg,199,169,1,23,170,200
Basset,n02088238_7181.jpg,372,440,121,280,500,375
Soft-coated_wheaten_terrier,n02098105_2846.jpg,238,270,21,3,300,239
Great_Pyrenees,n02111500_2491.jpg,332,499,32,73,500,333
Irish_terrier,n02093991_3002.jpg,374,364,135,48,500,375
Redbone,n02090379_1345.jpg,264,499,49,25,500,283
Cardigan,n02113186_4924.jpg,373,479,27,121,500,374
Lakeland_terrier,n02095570_280.jpg,276,407,27,63,500,375
Boston_bull,n02096585_6855.jpg,235,278,6,14,296,250
Borzoi,n02090622_1391.jpg,498,262,307,51,363,500
Collie,n02106030_4909.jpg,446,498,0,0,500,448
Bernese_mountain_dog,n02107683_5133.jpg,374,343,46,148,500,375
Airedale,n02096051_4220.jpg,373,271,87,86,480,439
Whippet,n02091134_15398.jpg,363,487,34,162,500,375
Kuvasz,n02104029_1150.jpg,329,456,168,300,500,375
Irish_wolfhound,n02090721_873.jpg,363,450,45,224,500,375
Wire-haired_fox_terrier,n02095314_1814.jpg,179,214,6,3,216,180
Beagle,n02088364_15305.jpg,342,390,0,37,500,375
Irish_terrier,n02093991_1534.jpg,373,403,1,0,500,375
Norwich_terrier,n02094258_2672.jpg,349,366,30,110,500,368
Pug,n02110958_14647.jpg,327,485,137,132,500,375
Staffordshire_bullterrier,n02093256_12174.jpg,327,432,100,122,500,375
Collie,n02106030_15419.jpg,374,403,34,65,500,375
Chesapeake_Bay_retriever,n02099849_448.jpg,267,448,103,218,500,375
Chesapeake_Bay_retriever,n02099849_1987.jpg,332,415,14,1,500,333
Scottish_deerhound,n02092002_3.jpg,445,482,36,1,500,447
Brabancon_griffon,n02112706_1598.jpg,229,271,6,4,305,230
English_setter,n02100735_5649.jpg,125,148,58,71,240,180
Kerry_blue_terrier,n02093859_1737.jpg,478,331,72,26,333,500
Scottish_deerhound,n02092002_2372.jpg,296,399,77,55,400,300
Great_Dane,n02109047_13868.jpg,290,234,13,0,250,297
West_Highland_white_terrier,n02098286_1814.jpg,316,428,19,119,500,332
Irish_wolfhound,n02090721_771.jpg,458,300,122,106,360,479
Doberman,n02107142_21.jpg,374,342,0,1,500,375
Pug,n02110958_15351.jpg,280,310,74,173,500,332
Cairn,n02096177_10959.jpg,318,345,0,86,500,375
Brittany_spaniel,n02101388_9127.jpg,353,261,150,162,364,500
Newfoundland,n02111277_326.jpg,386,339,223,17,500,436
Briard,n02105251_8082.jpg,368,369,0,152,500,375
Papillon,n02086910_1409.jpg,498,373,221,135,375,500
Scotch_terrier,n02097298_65.jpg,160,198,27,118,500,375
Border_terrier,n02093754_5639.jpg,371,410,12,71,500,376
Bull_mastiff,n02108422_2338.jpg,352,458,58,117,500,375
Rottweiler,n02106550_12160.jpg,339,450,9,62,454,340
Blenheim_spaniel,n02086646_3917.jpg,399,327,27,0,389,400
Scottish_deerhound,n02092002_1962.jpg,505,408,203,31,450,532
Border_collie,n02106166_6698.jpg,252,302,16,5,340,256
Kuvasz,n02104029_1206.jpg,374,357,9,157,500,375
Ibizan_hound,n02091244_2742.jpg,290,294,7,14,300,297
Great_Dane,n02109047_5005.jpg,314,179,0,1,180,316
Soft-coated_wheaten_terrier,n02098105_95.jpg,241,410,108,253,500,330
Bull_mastiff,n02108422_734.jpg,498,372,32,111,375,500
Leonberg,n02111129_5303.jpg,411,331,120,167,333,500
Standard_poodle,n02113799_1980.jpg,245,252,27,137,398,265
Bouvier_des_Flandres,n02106382_3437.jpg,191,154,3,16,178,200
Keeshond,n02112350_8572.jpg,339,402,6,141,500,357
Greater_Swiss_Mountain_dog,n02107574_2633.jpg,498,331,60,11,333,500
Vizsla,n02100583_14166.jpg,412,277,270,127,375,500
Labrador_retriever,n02099712_3340.jpg,473,336,46,15,375,500
Giant_schnauzer,n02097130_1358.jpg,345,218,92,121,375,500
Cairn,n02096177_7701.jpg,363,365,76,174,500,375
Groenendael,n02105056_961.jpg,164,239,17,34,240,165
Groenendael,n02105056_3896.jpg,498,441,33,26,458,500
Pekinese,n02086079_19690.jpg,328,332,128,219,500,375
Briard,n02105251_6300.jpg,772,472,52,126,534,800
Brabancon_griffon,n02112706_1554.jpg,289,283,17,15,350,290
Wire-haired_fox_terrier,n02095314_1505.jpg,339,248,14,0,250,340
Malamute,n02110063_14591.jpg,334,443,49,35,500,357
Labrador_retriever,n02099712_6446.jpg,374,423,46,83,500,375
Schipperke,n02104365_6601.jpg,369,353,0,36,500,375
Japanese_spaniel,n02085782_622.jpg,116,129,9,5,130,122
Soft-coated_wheaten_terrier,n02098105_1204.jpg,243,393,34,208,500,332
Bedlington_terrier,n02093647_1174.jpg,249,264,31,0,277,251
Shih-Tzu,n02086240_415.jpg,291,316,122,188,500,375
Cocker_spaniel,n02102318_7059.jpg,241,357,52,177,500,375
African_hunting_dog,n02116738_6748.jpg,236,213,120,44,500,333
Tibetan_terrier,n02097474_7300.jpg,373,473,43,3,500,375
Maltese_dog,n02085936_2889.jpg,345,431,90,181,500,375
Italian_greyhound,n02091032_9491.jpg,374,341,61,150,500,375
Brabancon_griffon,n02112706_277.jpg,261,295,15,18,300,262
English_foxhound,n02089973_3040.jpg,396,298,53,29,300,420
Boxer,n02108089_1418.jpg,393,347,11,0,375,500
Kelpie,n02105412_2915.jpg,498,283,1,1,332,500
Scotch_terrier,n02097298_91.jpg,327,398,54,246,500,375
Komondor,n02105505_4090.jpg,446,410,47,48,443,500
Miniature_schnauzer,n02097047_2701.jpg,265,273,19,0,288,266
Redbone,n02090379_5483.jpg,175,499,11,115,500,375
Border_terrier,n02093754_6574.jpg,498,373,18,1,375,500
Afghan_hound,n02088094_2292.jpg,374,272,146,78,500,375
Pembroke,n02113023_5122.jpg,431,227,116,0,375,500
Redbone,n02090379_4278.jpg,374,461,101,0,500,375
Great_Dane,n02109047_5894.jpg,496,307,68,51,333,500
Schipperke,n02104365_10247.jpg,349,251,12,7,500,350
Shih-Tzu,n02086240_11539.jpg,279,374,86,247,500,326
Keeshond,n02112350_7733.jpg,353,484,65,52,500,357
Irish_setter,n02100877_2971.jpg,382,383,48,159,500,407
Norwegian_elkhound,n02091467_4761.jpg,343,375,63,130,500,375
Clumber,n02101556_4712.jpg,485,328,55,11,377,500
Pekinese,n02086079_347.jpg,239,319,48,33,320,240
Lakeland_terrier,n02095570_6339.jpg,498,291,80,0,375,500
Boxer,n02108089_4486.jpg,371,368,69,84,500,372
Lakeland_terrier,n02095570_3745.jpg,371,499,169,235,500,375
Border_collie,n02106166_1684.jpg,490,373,66,201,375,500
Pomeranian,n02112018_11105.jpg,271,388,26,3,480,360
Whippet,n02091134_12318.jpg,251,349,83,188,500,320
Toy_poodle,n02113624_5523.jpg,332,340,15,93,500,375
Old_English_sheepdog,n02105641_9780.jpg,373,499,28,1,500,375
Tibetan_terrier,n02097474_8569.jpg,458,491,37,5,500,500
Tibetan_mastiff,n02108551_2596.jpg,277,303,70,177,400,300
Kerry_blue_terrier,n02093859_640.jpg,208,135,58,26,500,335
Labrador_retriever,n02099712_6275.jpg,486,327,15,60,413,500
Appenzeller,n02107908_3991.jpg,548,268,129,1,412,550
English_springer,n02102040_97.jpg,498,331,162,83,333,500
Boxer,n02108089_1859.jpg,900,838,24,148,1280,960
Rottweiler,n02106550_1889.jpg,331,499,2,1,500,332
Boston_bull,n02096585_6567.jpg,374,338,1,79,500,375
Toy_terrier,n02087046_4987.jpg,124,244,16,9,250,145
Rhodesian_ridgeback,n02087394_10014.jpg,200,240,39,121,320,258
Greater_Swiss_Mountain_dog,n02107574_2577.jpg,498,257,220,5,375,500
Whippet,n02091134_125.jpg,235,387,61,17,400,300
Black-and-tan_coonhound,n02089078_1744.jpg,271,210,11,15,353,317
English_foxhound,n02089973_3647.jpg,112,149,1,0,150,113
Bernese_mountain_dog,n02107683_3088.jpg,329,369,0,29,500,334
Flat-coated_retriever,n02099267_3948.jpg,303,431,128,169,500,375
Shih-Tzu,n02086240_2335.jpg,304,365,21,175,500,346
Bull_mastiff,n02108422_4898.jpg,299,242,6,47,300,300
Samoyed,n02111889_10987.jpg,285,388,80,123,500,375
Shih-Tzu,n02086240_6833.jpg,308,334,29,18,500,375
Shetland_sheepdog,n02105855_11529.jpg,162,182,28,37,200,178
Pomeranian,n02112018_2380.jpg,219,262,37,58,300,249
Kerry_blue_terrier,n02093859_1969.jpg,139,190,7,18,200,140
EntleBucher,n02108000_1274.jpg,498,400,25,101,464,500
Borzoi,n02090622_8145.jpg,495,355,268,111,357,500
Miniature_pinscher,n02107312_3823.jpg,483,479,11,1,498,500
Chow,n02112137_1704.jpg,498,373,0,0,375,500
Chihuahua,n02085620_1346.jpg,316,432,8,1,450,320
Kerry_blue_terrier,n02093859_393.jpg,365,345,85,104,500,375
Sussex_spaniel,n02102480_5070.jpg,897,964,18,4,967,900
Scottish_deerhound,n02092002_3968.jpg,432,276,78,8,288,434
Wire-haired_fox_terrier,n02095314_3153.jpg,373,476,38,156,500,375
Malinois,n02105162_7636.jpg,331,387,1,0,500,332
Irish_water_spaniel,n02102973_3303.jpg,598,750,0,292,800,600
Golden_retriever,n02099601_14.jpg,282,387,75,44,500,375
Newfoundland,n02111277_6885.jpg,332,499,43,173,500,333
Rhodesian_ridgeback,n02087394_330.jpg,351,327,178,228,440,500
Scotch_terrier,n02097298_14092.jpg,313,225,13,24,226,314
Cardigan,n02113186_4422.jpg,282,339,46,149,500,333
Great_Pyrenees,n02111500_3333.jpg,498,348,0,1,357,500
Great_Dane,n02109047_5588.jpg,405,244,141,75,333,500
Labrador_retriever,n02099712_3829.jpg,374,413,40,109,500,375
Pembroke,n02113023_9397.jpg,286,378,67,183,500,375
Cardigan,n02113186_12499.jpg,269,372,0,105,500,333
Siberian_husky,n02110185_11636.jpg,428,402,100,47,476,500
EntleBucher,n02108000_1921.jpg,273,248,61,48,340,305
Irish_water_spaniel,n02102973_2453.jpg,346,468,1,81,469,347
Afghan_hound,n02088094_988.jpg,316,236,30,52,300,333
Irish_wolfhound,n02090721_2860.jpg,332,300,38,118,500,333
Norwich_terrier,n02094258_1192.jpg,155,51,63,0,429,300
Miniature_pinscher,n02107312_27.jpg,332,302,22,63,500,333
Collie,n02106030_15622.jpg,331,366,81,115,500,332
Malinois,n02105162_6734.jpg,337,256,165,157,500,375
Norfolk_terrier,n02094114_2129.jpg,120,135,20,28,178,133
Mexican_hairless,n02113978_1924.jpg,171,229,23,30,230,172
Standard_schnauzer,n02097209_1514.jpg,188,156,3,22,210,189
Cairn,n02096177_218.jpg,374,405,3,85,500,375
Pembroke,n02113023_4128.jpg,271,289,34,153,500,375
EntleBucher,n02108000_1302.jpg,308,354,32,189,400,333
Leonberg,n02111129_2112.jpg,224,393,125,249,500,333
African_hunting_dog,n02116738_1849.jpg,315,350,42,64,620,407
Beagle,n02088364_4052.jpg,615,685,6,29,800,617
Italian_greyhound,n02091032_1034.jpg,374,355,52,168,500,375
French_bulldog,n02108915_3104.jpg,374,440,35,153,500,375
Brabancon_griffon,n02112706_1568.jpg,465,265,118,87,333,500
Bernese_mountain_dog,n02107683_1224.jpg,413,410,38,9,500,415
Pug,n02110958_15364.jpg,191,470,52,319,500,192
Irish_water_spaniel,n02102973_5052.jpg,288,279,8,98,300,300
Golden_retriever,n02099601_7437.jpg,192,239,4,3,240,206
French_bulldog,n02108915_11653.jpg,498,331,1,40,333,500
Kerry_blue_terrier,n02093859_3168.jpg,217,280,20,10,300,226
French_bulldog,n02108915_9457.jpg,283,415,31,51,500,333
Kelpie,n02105412_3335.jpg,374,443,21,17,500,375
Irish_water_spaniel,n02102973_1140.jpg,412,345,165,55,364,500
Tibetan_mastiff,n02108551_2025.jpg,543,262,149,0,361,545
Briard,n02105251_8570.jpg,297,236,11,51,258,350
Dandie_Dinmont,n02096437_1952.jpg,498,383,218,31,385,500
Japanese_spaniel,n02085782_1156.jpg,355,423,55,92,640,480
Otterhound,n02091635_3941.jpg,336,372,2,3,375,338
Pembroke,n02113023_4211.jpg,498,331,1,0,333,500
Briard,n02105251_8911.jpg,331,499,0,82,500,332
German_shepherd,n02106662_16163.jpg,374,499,0,1,500,375
Kerry_blue_terrier,n02093859_1218.jpg,374,235,203,17,368,440
Lhasa,n02098413_5382.jpg,358,434,56,40,500,375
Toy_poodle,n02113624_836.jpg,430,298,87,66,375,500
EntleBucher,n02108000_3500.jpg,399,426,38,41,450,413
Weimaraner,n02092339_235.jpg,306,475,18,0,500,333
